source_file,csv_name,C:\Users\kschi\OneDrive\Desktop\Placards\TEST_SVGs\264BOAT_clean.svg,area,area_est,axis,bbox_area_sum,bin_center,check,commands,count,coverage_percent,def_id,file,fill,has_HV,href,id,index,kind_prop,opacity,rank,stroke,stroke_width,tag,value,vb_area
264BOAT_clean,integrity.csv,,,,,,,duplicate_id_count,,,,,,,,,,,,,,,,,0,
264BOAT_clean,integrity.csv,,,,,,,orphan_use_ref_count,,,,,,,,,,,,,,,,,0,
264BOAT_clean,integrity.csv,,,,,,,xmlns_count,,,,,,,,,,,,,,,,,0,
264BOAT_clean,integrity.csv,,,,,,,has_viewBox,,,,,,,,,,,,,,,,,1,
264BOAT_clean,refs.csv,,,,,,,,,47,,,,,,#font_5_3,,,,,,,,,,
264BOAT_clean,refs.csv,,,,,,,,,42,,,,,,#font_5_40,,,,,,,,,,
264BOAT_clean,refs.csv,,,,,,,,,35,,,,,,#font_5_55,,,,,,,,,,
264BOAT_clean,refs.csv,,,,,,,,,27,,,,,,#font_5_36,,,,,,,,,,
264BOAT_clean,refs.csv,,,,,,,,,25,,,,,,#font_5_53,,,,,,,,,,
264BOAT_clean,refs.csv,,,,,,,,,25,,,,,,#font_5_49,,,,,,,,,,
264BOAT_clean,refs.csv,,,,,,,,,23,,,,,,#font_5_44,,,,,,,,,,
264BOAT_clean,refs.csv,,,,,,,,,21,,,,,,#font_5_54,,,,,,,,,,
264BOAT_clean,refs.csv,,,,,,,,,18,,,,,,#font_5_47,,,,,,,,,,
264BOAT_clean,refs.csv,,,,,,,,,16,,,,,,#font_5_50,,,,,,,,,,
264BOAT_clean,refs.csv,,,,,,,,,15,,,,,,#font_5_38,,,,,,,,,,
264BOAT_clean,refs.csv,,,,,,,,,10,,,,,,#font_5_48,,,,,,,,,,
264BOAT_clean,refs.csv,,,,,,,,,9,,,,,,#font_5_43,,,,,,,,,,
264BOAT_clean,refs.csv,,,,,,,,,9,,,,,,#font_5_39,,,,,,,,,,
264BOAT_clean,refs.csv,,,,,,,,,8,,,,,,#font_5_56,,,,,,,,,,
264BOAT_clean,refs.csv,,,,,,,,,7,,,,,,#font_5_37,,,,,,,,,,
264BOAT_clean,refs.csv,,,,,,,,,7,,,,,,#font_5_15,,,,,,,,,,
264BOAT_clean,refs.csv,,,,,,,,,6,,,,,,#font_5_58,,,,,,,,,,
264BOAT_clean,refs.csv,,,,,,,,,6,,,,,,#font_5_57,,,,,,,,,,
264BOAT_clean,refs.csv,,,,,,,,,5,,,,,,#font_5_25,,,,,,,,,,
264BOAT_clean,refs.csv,,,,,,,,,4,,,,,,#font_5_41,,,,,,,,,,
264BOAT_clean,refs.csv,,,,,,,,,4,,,,,,#font_5_21,,,,,,,,,,
264BOAT_clean,refs.csv,,,,,,,,,4,,,,,,#font_5_22,,,,,,,,,,
264BOAT_clean,refs.csv,,,,,,,,,4,,,,,,#font_5_51,,,,,,,,,,
264BOAT_clean,refs.csv,,,,,,,,,3,,,,,,#font_5_20,,,,,,,,,,
264BOAT_clean,refs.csv,,,,,,,,,3,,,,,,#font_5_23,,,,,,,,,,
264BOAT_clean,refs.csv,,,,,,,,,3,,,,,,#font_8_36,,,,,,,,,,
264BOAT_clean,refs.csv,,,,,,,,,3,,,,,,#font_5_60,,,,,,,,,,
264BOAT_clean,refs.csv,,,,,,,,,2,,,,,,#font_5_42,,,,,,,,,,
264BOAT_clean,refs.csv,,,,,,,,,2,,,,,,#font_5_19,,,,,,,,,,
264BOAT_clean,refs.csv,,,,,,,,,2,,,,,,#font_5_24,,,,,,,,,,
264BOAT_clean,refs.csv,,,,,,,,,2,,,,,,#font_8_47,,,,,,,,,,
264BOAT_clean,refs.csv,,,,,,,,,2,,,,,,#font_8_44,,,,,,,,,,
264BOAT_clean,refs.csv,,,,,,,,,2,,,,,,#font_8_49,,,,,,,,,,
264BOAT_clean,refs.csv,,,,,,,,,2,,,,,,#font_8_50,,,,,,,,,,
264BOAT_clean,refs.csv,,,,,,,,,2,,,,,,#font_8_55,,,,,,,,,,
264BOAT_clean,refs.csv,,,,,,,,,2,,,,,,#font_5_17,,,,,,,,,,
264BOAT_clean,refs.csv,,,,,,,,,1,,,,,,#font_5_46,,,,,,,,,,
264BOAT_clean,refs.csv,,,,,,,,,1,,,,,,#font_5_11,,,,,,,,,,
264BOAT_clean,refs.csv,,,,,,,,,1,,,,,,#font_5_16,,,,,,,,,,
264BOAT_clean,refs.csv,,,,,,,,,1,,,,,,#font_5_12,,,,,,,,,,
264BOAT_clean,refs.csv,,,,,,,,,1,,,,,,#font_8_37,,,,,,,,,,
264BOAT_clean,refs.csv,,,,,,,,,1,,,,,,#font_8_40,,,,,,,,,,
264BOAT_clean,refs.csv,,,,,,,,,1,,,,,,#font_8_42,,,,,,,,,,
264BOAT_clean,refs.csv,,,,,,,,,1,,,,,,#font_8_3,,,,,,,,,,
264BOAT_clean,refs.csv,,,,,,,,,1,,,,,,#font_8_41,,,,,,,,,,
264BOAT_clean,refs.csv,,,,,,,,,1,,,,,,#font_8_53,,,,,,,,,,
264BOAT_clean,refs.csv,,,,,,,,,1,,,,,,#font_8_48,,,,,,,,,,
264BOAT_clean,refs.csv,,,,,,,,,1,,,,,,#font_5_18,,,,,,,,,,
264BOAT_clean,refs.csv,,,,,,,,,1,,,,,,#font_5_27,,,,,,,,,,
264BOAT_clean,refs.csv,,,,,,,,,1,,,,,,#font_5_5,,,,,,,,,,
264BOAT_clean,refs.csv,,,,,,,,,1,,,,,,#font_5_61,,,,,,,,,,
264BOAT_clean,refs.csv,,,,,,,,,1,,,,,,#font_8_38,,,,,,,,,,
264BOAT_clean,refs.csv,,,,,,,,,1,,,,,,#font_8_56,,,,,,,,,,
264BOAT_clean,refs.csv,,,,,,,,,1,,,,,,#font_8_29,,,,,,,,,,
264BOAT_clean,refs.csv,,,,,,,,,1,,,,,,#font_5_4,,,,,,,,,,
264BOAT_clean,summary.csv,-2.0 -2.0 380.5 301.75,,,,,,,,,,,viewBox,,,,,,,,,,,,,
264BOAT_clean,summary.csv,376.5pt,,,,,,,,,,,width_attr,,,,,,,,,,,,,
264BOAT_clean,summary.csv,297.75pt,,,,,,,,,,,height_attr,,,,,,,,,,,,,
264BOAT_clean,summary.csv,,,,,,,,,,,,namespaces,,,,,,,,,,,,,
264BOAT_clean,summary.csv,,,,,,,,,,,,,,,,,,,,,,,,,
264BOAT_clean,summary.csv,count,,,,,,,,,,,tag,,,,,,,,,,,,,
264BOAT_clean,summary.csv,426,,,,,,,,,,,use,,,,,,,,,,,,,
264BOAT_clean,summary.csv,120,,,,,,,,,,,path,,,,,,,,,,,,,
264BOAT_clean,summary.csv,7,,,,,,,,,,,g,,,,,,,,,,,,,
264BOAT_clean,summary.csv,,,,,,,,,,,,,,,,,,,,,,,,,
264BOAT_clean,summary.csv,count,,,,,,,,,,,cmd,,,,,,,,,,,,,
264BOAT_clean,summary.csv,229,,,,,,,,,,,H,,,,,,,,,,,,,
264BOAT_clean,summary.csv,192,,,,,,,,,,,V,,,,,,,,,,,,,
264BOAT_clean,summary.csv,140,,,,,,,,,,,M,,,,,,,,,,,,,
264BOAT_clean,summary.csv,72,,,,,,,,,,,Z,,,,,,,,,,,,,
264BOAT_clean,summary.csv,71,,,,,,,,,,,C,,,,,,,,,,,,,
264BOAT_clean,summary.csv,59,,,,,,,,,,,L,,,,,,,,,,,,,
264BOAT_clean,summary.csv,,,,,,,,,,,,,,,,,,,,,,,,,
264BOAT_clean,summary.csv,0,,,,,,,,,,,invisible_elements,,,,,,,,,,,,,
264BOAT_clean,summary.csv,9,,,,,,,,,,,duplicated_paths_exact_d,,,,,,,,,,,,,
264BOAT_clean,summary.csv,0,,,,,,,,,,,duplicate_ids,,,,,,,,,,,,,
264BOAT_clean,summary.csv,0,,,,,,,,,,,orphan_use_refs,,,,,,,,,,,,,
264BOAT_clean,summary.csv,56,,,,,,,,,,,defs_total,,,,,,,,,,,,,
264BOAT_clean,summary.csv,0,,,,,,,,,,,unused_defs,,,,,,,,,,,,,
264BOAT_clean,summary.csv,1,,,,,,,,,,,has_rectlike_HV_presence,,,,,,,,,,,,,
264BOAT_clean,summary.csv,,,,,,,,,,,,,,,,,,,,,,,,,
264BOAT_clean,summary.csv,0.000,,,,,,,,,,,stroke_width_min,,,,,,,,,,,,,
264BOAT_clean,summary.csv,12.000,,,,,,,,,,,stroke_width_max,,,,,,,,,,,,,
264BOAT_clean,summary.csv,10.286,,,,,,,,,,,stroke_width_avg,,,,,,,,,,,,,
264BOAT_clean,summary.csv,,,,,,,,,,,,opacity_min,,,,,,,,,,,,,
264BOAT_clean,summary.csv,,,,,,,,,,,,opacity_max,,,,,,,,,,,,,
264BOAT_clean,summary.csv,,,,,,,,,,,,opacity_avg,,,,,,,,,,,,,
264BOAT_clean,tag_coverage.csv,,,,,3611.22,,,,,3.1452,,,,,,,,,,,,,path,,114815.88
264BOAT_clean,top_areas.csv,,,186.15,,,,,,,,,,none,,,,,,,1,#000000,,path,,
264BOAT_clean,top_areas.csv,,,145.48,,,,,,,,,,none,,,,,,,2,#000000,,path,,
264BOAT_clean,top_areas.csv,,,117.97,,,,,,,,,,none,,,,,,,3,#000000,,path,,
264BOAT_clean,top_areas.csv,,,104.70,,,,,,,,,,none,,,,,,,4,#411f9e,,path,,
264BOAT_clean,top_areas.csv,,,104.70,,,,,,,,,,none,,,,,,,5,#411f9e,,path,,
264BOAT_clean,top_areas.csv,,,104.70,,,,,,,,,,none,,,,,,,6,#411f9e,,path,,
264BOAT_clean,top_areas.csv,,,104.24,,,,,,,,,,none,,,,,,,7,#411f9e,,path,,
264BOAT_clean,top_areas.csv,,,104.24,,,,,,,,,,none,,,,,,,8,#411f9e,,path,,
264BOAT_clean,top_areas.csv,,,104.24,,,,,,,,,,none,,,,,,,9,#411f9e,,path,,
264BOAT_clean,top_areas.csv,,,104.24,,,,,,,,,,none,,,,,,,10,#411f9e,,path,,
264BOAT_clean,top_areas.csv,,,104.24,,,,,,,,,,none,,,,,,,11,#411f9e,,path,,
264BOAT_clean,top_areas.csv,,,104.24,,,,,,,,,,none,,,,,,,12,#411f9e,,path,,
264BOAT_clean,top_areas.csv,,,104.24,,,,,,,,,,none,,,,,,,13,#411f9e,,path,,
264BOAT_clean,top_areas.csv,,,104.24,,,,,,,,,,none,,,,,,,14,#411f9e,,path,,
264BOAT_clean,top_areas.csv,,,104.24,,,,,,,,,,none,,,,,,,15,#411f9e,,path,,
264BOAT_clean,top_areas.csv,,,104.24,,,,,,,,,,none,,,,,,,16,#411f9e,,path,,
264BOAT_clean,top_areas.csv,,,104.24,,,,,,,,,,none,,,,,,,17,#411f9e,,path,,
264BOAT_clean,top_areas.csv,,,103.87,,,,,,,,,,none,,,,,,,18,#411f9e,,path,,
264BOAT_clean,top_areas.csv,,,103.42,,,,,,,,,,none,,,,,,,19,#411f9e,,path,,
264BOAT_clean,top_areas.csv,,,103.42,,,,,,,,,,none,,,,,,,20,#411f9e,,path,,
264BOAT_clean,top_areas.csv,,,103.42,,,,,,,,,,none,,,,,,,21,#411f9e,,path,,
264BOAT_clean,top_areas.csv,,,103.42,,,,,,,,,,none,,,,,,,22,#411f9e,,path,,
264BOAT_clean,top_areas.csv,,,103.42,,,,,,,,,,none,,,,,,,23,#411f9e,,path,,
264BOAT_clean,top_areas.csv,,,103.42,,,,,,,,,,none,,,,,,,24,#411f9e,,path,,
264BOAT_clean,top_areas.csv,,,103.42,,,,,,,,,,none,,,,,,,25,#411f9e,,path,,
264BOAT_clean,top_areas.csv,,,103.42,,,,,,,,,,none,,,,,,,26,#411f9e,,path,,
264BOAT_clean,top_areas.csv,,,103.42,,,,,,,,,,none,,,,,,,27,#411f9e,,path,,
264BOAT_clean,top_areas.csv,,,52.06,,,,,,,,,,none,,,,,,,28,#000000,,path,,
264BOAT_clean,top_areas.csv,,,51.16,,,,,,,,,,none,,,,,,,29,#000000,,path,,
264BOAT_clean,top_areas.csv,,,50.40,,,,,,,,,,,,,,,,,30,,,path,,
264BOAT_clean,top_areas.csv,,,50.40,,,,,,,,,,none,,,,,,,31,#000000,,path,,
264BOAT_clean,top_areas.csv,,,45.21,,,,,,,,,,,,,,,,,32,,,path,,
264BOAT_clean,top_areas.csv,,,45.21,,,,,,,,,,none,,,,,,,33,#000000,,path,,
264BOAT_clean,top_areas.csv,,,36.29,,,,,,,,,,,,,,,,,34,,,path,,
264BOAT_clean,top_areas.csv,,,36.29,,,,,,,,,,none,,,,,,,35,#000000,,path,,
264BOAT_clean,top_areas.csv,,,28.38,,,,,,,,,,,,,,,,,36,,,path,,
264BOAT_clean,top_areas.csv,,,28.38,,,,,,,,,,none,,,,,,,37,#000000,,path,,
264BOAT_clean,top_areas.csv,,,24.88,,,,,,,,,,,,,,,,,38,,,path,,
264BOAT_clean,top_areas.csv,,,24.88,,,,,,,,,,none,,,,,,,39,#000000,,path,,
264BOAT_clean,top_areas.csv,,,24.88,,,,,,,,,,,,,,,,,40,,,path,,
264BOAT_clean,top_areas.csv,,,24.88,,,,,,,,,,none,,,,,,,41,#000000,,path,,
264BOAT_clean,top_areas.csv,,,24.88,,,,,,,,,,,,,,,,,42,,,path,,
264BOAT_clean,top_areas.csv,,,24.88,,,,,,,,,,none,,,,,,,43,#000000,,path,,
264BOAT_clean,top_areas.csv,,,20.04,,,,,,,,,,none,,,,,,,44,#000000,,path,,
264BOAT_clean,top_areas.csv,,,11.02,,,,,,,,,,#f8991e,,,,,,,45,,,path,,
264BOAT_clean,top_areas.csv,,,11.02,,,,,,,,,,none,,,,,,,46,#f8991e,,path,,
264BOAT_clean,top_areas.csv,,,5.54,,,,,,,,,,none,,,,,,,47,#00ff00,,path,,
264BOAT_clean,top_areas.csv,,,5.54,,,,,,,,,,none,,,,,,,48,#00ff00,,path,,
264BOAT_clean,top_areas.csv,,,4.93,,,,,,,,,,none,,,,,,,49,#00ff00,,path,,
264BOAT_clean,top_areas.csv,,,4.20,,,,,,,,,,none,,,,,,,50,#000000,,path,,
264BOAT_clean,top_areas.csv,,,1.72,,,,,,,,,,none,,,,,,,51,#000000,,path,,
264BOAT_clean,top_areas.csv,,,1.64,,,,,,,,,,none,,,,,,,52,#000000,,path,,
264BOAT_clean,top_areas.csv,,,1.26,,,,,,,,,,none,,,,,,,53,#00ff00,,path,,
264BOAT_clean,top_areas.csv,,,1.26,,,,,,,,,,none,,,,,,,54,#00ff00,,path,,
264BOAT_clean,top_areas.csv,,,1.21,,,,,,,,,,none,,,,,,,55,#00ff00,,path,,
264BOAT_clean,top_areas.csv,,,1.21,,,,,,,,,,none,,,,,,,56,#00ff00,,path,,
264BOAT_clean,top_areas.csv,,,0.85,,,,,,,,,,none,,,,,,,57,#000000,,path,,
264BOAT_clean,top_areas.csv,,,0.83,,,,,,,,,,none,,,,,,,58,#000000,,path,,
264BOAT_clean,top_areas.csv,,,0.82,,,,,,,,,,,,,font_5_11,,,,59,,,path,,
264BOAT_clean,top_areas.csv,,,0.66,,,,,,,,,,,,,font_5_58,,,,60,,,path,,
264BOAT_clean,top_areas.csv,,,0.62,,,,,,,,,,none,,,,,,,61,#00ff00,,path,,
264BOAT_clean,top_areas.csv,,,0.57,,,,,,,,,,,,,font_8_50,,,,62,,,path,,
264BOAT_clean,top_areas.csv,,,0.55,,,,,,,,,,,,,font_8_48,,,,63,,,path,,
264BOAT_clean,top_areas.csv,,,0.55,,,,,,,,,,,,,font_8_36,,,,64,,,path,,
264BOAT_clean,top_areas.csv,,,0.52,,,,,,,,,,,,,font_8_42,,,,65,,,path,,
264BOAT_clean,top_areas.csv,,,0.51,,,,,,,,,,,,,font_5_37,,,,66,,,path,,
264BOAT_clean,top_areas.csv,,,0.51,,,,,,,,,,,,,font_5_39,,,,67,,,path,,
264BOAT_clean,top_areas.csv,,,0.51,,,,,,,,,,,,,font_8_53,,,,68,,,path,,
264BOAT_clean,top_areas.csv,,,0.51,,,,,,,,,,,,,font_5_50,,,,69,,,path,,
264BOAT_clean,top_areas.csv,,,0.49,,,,,,,,,,,,,font_5_48,,,,70,,,path,,
264BOAT_clean,top_areas.csv,,,0.48,,,,,,,,,,,,,font_8_49,,,,71,,,path,,
264BOAT_clean,top_areas.csv,,,0.48,,,,,,,,,,,,,font_8_56,,,,72,,,path,,
264BOAT_clean,top_areas.csv,,,0.48,,,,,,,,,,,,,font_5_36,,,,73,,,path,,
264BOAT_clean,top_areas.csv,,,0.47,,,,,,,,,,,,,font_8_38,,,,74,,,path,,
264BOAT_clean,top_areas.csv,,,0.47,,,,,,,,,,,,,font_5_60,,,,75,,,path,,
264BOAT_clean,top_areas.csv,,,0.47,,,,,,,,,,,,,font_5_57,,,,76,,,path,,
264BOAT_clean,top_areas.csv,,,0.47,,,,,,,,,,,,,font_5_38,,,,77,,,path,,
264BOAT_clean,top_areas.csv,,,0.47,,,,,,,,,,,,,font_8_55,,,,78,,,path,,
264BOAT_clean,top_areas.csv,,,0.46,,,,,,,,,,,,,font_8_37,,,,79,,,path,,
264BOAT_clean,top_areas.csv,,,0.46,,,,,,,,,,,,,font_5_51,,,,80,,,path,,
264BOAT_clean,top_areas.csv,,,0.46,,,,,,,,,,,,,font_5_53,,,,81,,,path,,
264BOAT_clean,top_areas.csv,,,0.45,,,,,,,,,,,,,font_5_21,,,,82,,,path,,
264BOAT_clean,top_areas.csv,,,0.42,,,,,,,,,,,,,font_5_46,,,,83,,,path,,
264BOAT_clean,top_areas.csv,,,0.42,,,,,,,,,,,,,font_5_54,,,,84,,,path,,
264BOAT_clean,top_areas.csv,,,0.42,,,,,,,,,,,,,font_5_42,,,,85,,,path,,
264BOAT_clean,top_areas.csv,,,0.41,,,,,,,,,,,,,font_5_55,,,,86,,,path,,
264BOAT_clean,top_areas.csv,,,0.41,,,,,,,,,,,,,font_5_61,,,,87,,,path,,
264BOAT_clean,top_areas.csv,,,0.40,,,,,,,,,,,,,font_5_49,,,,88,,,path,,
264BOAT_clean,top_areas.csv,,,0.40,,,,,,,,,,,,,font_5_43,,,,89,,,path,,
264BOAT_clean,top_areas.csv,,,0.38,,,,,,,,,,,,,font_8_40,,,,90,,,path,,
264BOAT_clean,top_areas.csv,,,0.38,,,,,,,,,,,,,font_5_40,,,,91,,,path,,
264BOAT_clean,top_areas.csv,,,0.38,,,,,,,,,,,,,font_8_47,,,,92,,,path,,
264BOAT_clean,top_areas.csv,,,0.38,,,,,,,,,,,,,font_8_41,,,,93,,,path,,
264BOAT_clean,top_areas.csv,,,0.35,,,,,,,,,,,,,font_5_23,,,,94,,,path,,
264BOAT_clean,top_areas.csv,,,0.35,,,,,,,,,,,,,font_5_41,,,,95,,,path,,
264BOAT_clean,top_areas.csv,,,0.35,,,,,,,,,,,,,font_5_25,,,,96,,,path,,
264BOAT_clean,top_areas.csv,,,0.34,,,,,,,,,,,,,font_5_27,,,,97,,,path,,
264BOAT_clean,top_areas.csv,,,0.34,,,,,,,,,,,,,font_5_22,,,,98,,,path,,
264BOAT_clean,top_areas.csv,,,0.34,,,,,,,,,,,,,font_5_24,,,,99,,,path,,
264BOAT_clean,top_areas.csv,,,0.34,,,,,,,,,,,,,font_5_19,,,,100,,,path,,
264BOAT_clean,top_areas.csv,,,0.34,,,,,,,,,,,,,font_5_56,,,,101,,,path,,
264BOAT_clean,top_areas.csv,,,0.32,,,,,,,,,,,,,font_5_47,,,,102,,,path,,
264BOAT_clean,top_areas.csv,,,0.31,,,,,,,,,,,,,font_8_44,,,,103,,,path,,
264BOAT_clean,top_areas.csv,,,0.21,,,,,,,,,,,,,font_5_18,,,,104,,,path,,
264BOAT_clean,top_areas.csv,,,0.10,,,,,,,,,,,,,font_8_29,,,,105,,,path,,
264BOAT_clean,top_areas.csv,,,0.08,,,,,,,,,,,,,font_5_4,,,,106,,,path,,
264BOAT_clean,top_areas.csv,,,0.07,,,,,,,,,,,,,font_5_44,,,,107,,,path,,
264BOAT_clean,top_areas.csv,,,0.07,,,,,,,,,,,,,font_5_5,,,,108,,,path,,
264BOAT_clean,top_areas.csv,,,0.06,,,,,,,,,,,,,font_5_20,,,,109,,,path,,
264BOAT_clean,top_areas.csv,,,0.04,,,,,,,,,,,,,font_5_15,,,,110,,,path,,
264BOAT_clean,top_areas.csv,,,0.02,,,,,,,,,,,,,font_5_16,,,,111,,,path,,
264BOAT_clean,top_areas.csv,,,0.01,,,,,,,,,,,,,font_5_17,,,,112,,,path,,
